In Deinem Leben;In your life;Au cours de ta vie;An Dengem Liewen;Na vida;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
In den letzten 30 Tagen;In the past 30 days;Au cours des 30 derniers jours;An deene leschten 30 Deeg;Nos últimos 30 dias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nie;Never;Jamais;Ni;Nunca;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1-2 Tage;1 to 2 days;1 à 2 jours;1 bis 2 Deeg;1 a 2 dias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3-5 Tage;3 to 5 days;3 à 5 jours;3 bis 5 Deeg;3 a 5 dias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6-9 Tage;6 to 9 days;6 à 9 jours;6 bis 9 Deeg;6 a 9 dias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-19 Tage;10 to 19 days;10 à 19 jours;10 bis 19 Deeg;10 a 19 dias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20-29 Tage;20 to 29 days;20 à 29 jours;20 bis 29 Deeg;20 a 29 dias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30 Tage (oder mehr);30 days (or more);30 jours (ou plus);30 Deeg (oder méi);30 dias (ou mais);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
<div>Hast Du jemals so viel Alkohol getrunken, dass Du richtig betrunken warst?</div><U+2798><U+2798><div>&nbsp;;;;;;"><span style=""""font-size:16px";">Please choose one answer per line.</span></span></div>"",""As-tu d&eacute";j&agrave; bu autant de boissons alcoolis&eacute;es au point d&#39;&ecirc;tre vraiment so&ucirc;"l(e) (ivre) ?<br /><U+2798><br /><U+2798><span style=""""color:#666666";"><span style=""""font-size:16px";>S&eacute;lectionne une seule r&eacute;"ponse par ligne.</span></span>"",""<div>Hues Du jeemools esouvill Alkohol gedronk, dass De richteg voll waars?</div><U+2798><U+2798><div>&nbsp";"</div><U+2798><U+2798><div><span style=""""color:#666666";"><span style=""""font-size:16px";>W.e.g. wiel a jiddwer Zeil eng &Auml;"ntwert aus.</span></span></div>"",""<div>J&aacute"; bebeste &aacute;lcool a ponto de ficares embriagado?</div><U+2798><U+2798><div>&nbsp;"</div><U+2798><U+2798><div><span style=""""color:#666666";"><span style=""""font-size:16px";">Seleciona uma resposta em cada linha.</span></span></div>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
In Deinem Leben;In your life;Au cours de ta vie;An Dengem Liewen;Na vida;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
In den letzten 30 Tagen;In the past 30 days;Au cours des 30 derniers jours;An deene leschten 30 Deeg;Nos últimos 30 dias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nein, nie;No, never;Non, jamais;Neen, ni;Nunca;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ja, einmal;Yes, once;Oui, une fois;Jo, eemol;Sim, uma vez;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ja, 2- bis 3- mal;Yes, 2 to 3 times;Oui, 2 à 3 fois;Jo, 2- bis 3-mol;Sim, 2 a 3 vezes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ja, 4- bis 10-mal;Yes, 4 to 10 times;Oui, 4 à 10 fois;Jo, 4- bis 10-mol;Sim, 4 a 10 vezes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ja, mehr als 10-mal;Yes, more than 10 times;Oui, plus que 10 fois;Jo, méi wéi 10-mol;Sim, mais de 10 vezes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
<div>An wie vielen Tagen (wenn überhaupt) hast Du Energydrinks getrunken?</div><U+2798><U+2798><div>&nbsp;;;;;;">Please choose one answer per line.</span></span></div>"",""<div>Combien de jours as-tu consomm&eacute"; des boissons &eacute;nergisantes (si c&#39;est le cas)&nbsp;?</div><U+2798><U+2798><div>&nbsp;"</div><U+2798><U+2798><div><span style=""""color:#666666";"><span style=""""font-size:16px";>S&eacute;lectionne une seule r&eacute;"ponse par ligne.</span></span></div>"",""<div>U w&eacute";i villen Deeg (wann iwwerhaapt) hues Du Energy Drinken gedronk?</div><U+2798><U+2798><div>&nbsp;"</div><U+2798><U+2798><div><span style=""""color:#666666";"><span style=""""font-size:16px";>W.e.g. wiel a jiddwer Zeil eng &Auml;"ntwert aus.</span></span></div>"",""<div>Quantos dias (se o fizeste) consumiste bebidas energ&eacute";ticas?</div><U+2798><U+2798><div>&nbsp;"</div><U+2798><U+2798><div><span style=""""color:#666666";"><span style=""""font-size:16px";">Seleciona uma resposta em cada linha.</span></span></div>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
In Deinem Leben;In your life;Dans ta vie;An Dengem Liewen;Na vida;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
In den letzten 30 Tagen;In the last 30 days;Durant les 30 derniers jours;An deene leschten 30 Deeg;Nos últimos 30 dias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nie;Never;Jamais;Ni;Nunca;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1-2 Tage;1 to 2 days;1 à 2 jours;1 bis 2 Deeg;1 a 2 dias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3-5 Tage;3 to 5 days;3 à 5 jours;3 bis 5 Deeg;3 a 5 dias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6-9 Tage;6 to 9 days;6 à 9 jours;6 bis 9 Deeg;6 a 9 dias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-19 Tage;10 to 19 day;10 à 19 jours;10 bis 19 Deeg;10 a 19 dias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20-29 Tage;20 to 29 days;20 à 29 jours;20 bis 29 Deeg;20 a 29 dias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30 Tage (oder mehr);30 days (or more);30 jours (ou plus);30 Deeg (oder méi);30 dias (ou mais);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
<div>Hast Du jemals Cannabis (Joint, Shit, Gras, Weed, Marihuana, Haschisch) genommen?</div><U+2798><U+2798><div>&nbsp;;;;;;"><span style=""""font-size:16px";">Please give one answer per line.</span></span></div>"",""<div>As-tu d&eacute";j&agrave; pris du cannabis (joint, shit, weed, marijuana, haschisch)&nbsp;?</div><U+2798><U+2798><div>&nbsp;"</div><U+2798><U+2798><div><span style=""""color:#666666";"><span style=""""font-size:16px";>S&eacute;lectionne une seule r&eacute;"ponse par ligne.</span></span></div>"",""<div>Hues Du jeemools Cannabis (Joint, Shit, Gras, Weed, Marihuana, Haschisch) geholl?</div><U+2798><U+2798><div>&nbsp";"</div><U+2798><U+2798><div><span style=""""color:#666666";"><span style=""""font-size:16px";>W.e.g. wiel a jiddwer Zeil eng &Auml;"ntwert aus.</span></span></div>"",""<div>Alguma vez consumiste cannabis (charro, erva, joint, marijuana, haxixe)?</div><U+2798><U+2798><div>&nbsp";"</div><U+2798><U+2798><div><span style=""""color:#666666";"><span style=""""font-size:16px";">Seleciona uma resposta em cada linha.</span></span></div>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
In Deinem Leben;In your life;Au cours de ta vie;An Dengem Liewen;Na vida;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
In den letzten 30 Tagen;In the past 30 days;Au cours des 30 derniers jours;An deene leschten 30 Deeg;Nos últimos 30 dias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nie;Never;Jamais;Ni;Nunca;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1-2 Tage;1 to 2 days;1 à 2 jours;1 bis 2 Deeg;1 a 2 dias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3-5 Tage;3 to 5 days;3 à 5 jours;3 bis 5 Deeg;3 a 5 dias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6-9 Tage;6 to 9 days;6 à 9 jours;6 bis 9 Deeg;6 a 9 dias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-19 Tage;10 to 19 days;10 à 19 jours;10 bis 19 Deeg;10 a 19 dias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20-29 Tage;20 to 29 days;20 à 29 jours;20 bis 29 Deeg;20 a 29 dias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30 Tage (oder mehr);30 days (or more);30 jours (ou plus);30 Deeg (oder méi);30 dias (ou mais);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
<div>Und wie oft hast Du in Deinem Leben (falls &uuml;;;;;;"</div><U+2798><U+2798><div><span style=""""color:#666666";"><span style=""""font-size:16px";">Please give one answer per line.</span></span></div>"",""<p>Combien de fois dans ta vie (si c&#39";est le cas) as-tu d&eacute;j&agrave; consomm&eacute; les substances suivantes&nbsp;?</p><U+2798><U+2798><p>&nbsp;"</p><U+2798><U+2798><p><span style=""""color:#666666";"><span style=""""font-size:16px";>S&eacute;lectionne une seule r&eacute;"ponse par ligne.</span></span></p>"",""<div>W&eacute";i oft hues Du an Dengem Liewen (falls iwwerhaapt) eng vun de folgende Substanze geholl?</div><U+2798><U+2798><div>&nbsp;"</div><U+2798><U+2798><div><span style=""""color:#666666";"><span style=""""font-size:16px";>W.e.g. g&euml;ff eng &Auml;"ntwert pro Zeil.</span></span></div>"",""<p>Durante toda a tua vida, j&aacute"; consumiste alguma das subst&acirc;ncias seguintes?</p><U+2798><U+2798><p>&nbsp;"</p><U+2798><U+2798><p><span style=""""color:#666666";"><span style=""""font-size:16px";">Seleciona uma resposta em cada linha.</span></span></p>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Beruhigungsmittel (ohne ärztliches Rezept);Sedative (without prescription);Sédatifs (sans ordonnance médicale);Berouegungsmëttel (ouni Rezept vum Dokter);Tranquilizantes (sem receita médica);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amphetamine;Amphetamines;Amphétamines;Amphetaminen;Anfetaminas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anabolika;Anabolic steroids;Anabolisants;Anabolika;Anabolizantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schnüffelstoffe (z. B. Klebstoff, Lachgas);Inhalants (e.g. adhesive, laughing gas);Produits à inhaler (p. ex. colle, gaz hilarant);Stoffer fir ze Schnoffelen (z.B. Pech, Laachgas);Substâncias inaláveis (p. ex., cola, gás hilariante);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LSD oder andere Halluzinogene;LSD or other hallucinogenic drugs;LSD ou autres hallucinogènes;LSD oder aner Halluzinogenen;LSD ou outros alucinógenos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Relevin ;Relevin;Relevin;Relevin;Relevin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Halluzinogene Pilze (z.B. Magic Mushrooms);Hallucinogenic mushrooms (e.g. magic mushrooms);Champignons hallucinogènes (p. ex. magic mushrooms);Halluzinogen Champignonen (z.B. Magic Mushrooms);Cogumelos alucinógenos (p. ex. cogumelos mágicos);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kokain;Cocaine;Cocaïne;Kokain;Cocaína;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ecstasy (XTC);Ecstasy (XTC);Ecstasy (XTC);Ecstasy (XTC);Ecstasy (XTC);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Flüssiges Ecstasy (GHB);Liquid ecstasy (GHB);Ecstasy liquide (GHB);Flëssegen Ecstasy (GHB);Ecstasy líquido (GHB);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alkohol zusammen mit Pillen (Medikamente), um high zu werden;Alcohol with pills (medication), to get high;De l’alcool avec des pilules (médicaments), afin de te défoncer;Alkohol zesumme mat Pëllen (Medikamenter), fir high ze ginn;Álcool em conjunto com comprimidos (medicamentos), com o objetivo de ficar drogado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Heroin;Heroin;Héroïne;Heroin;Heroína;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Crack;Crack;Crack;Crack;Crack;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schmerzmittel, um hoch zu werden;Pain killers, to get high;Analgésiques, afin de te défoncer;Analgetik, fir high ze ginn;Analgésicos, com o objetivo de ficar drogado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Methamphetamin (z.B. Crystal Meth, Meth, Ice);Methamphetamine (e.g. crystal meth, meth, ice);Méthamphétamine (p. ex. Crystal Meth, Meth, Ice);Methamphetamin (z.B. Crystal Meth, Meth, Ice);Metanfetamina (p. ex. cristal, meth, ice);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nie;Never;Jamais;Ni;Nunca;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1- bis 2-mal;1 to 2 times;1 à 2 fois;1- bis 2-mol;1 a 2 vezes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3- bis 5-mal;3 to 5 times;3 à 5 fois;3- bis 5-mol;3 a 5 vezes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6- bis 9-mal;6 to 9 times;6 à 9 fois;6- bis 9-mol;6 a 9 vezes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10- bis 19-mal;10 to 19 times;10 à 19 fois;10- bis 19-mol;10 a 19 vezes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20- bis 39-mal;20 to 39 times;20 à 39 fois;20- bis 39-mol;20 a 39 vezes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40-mal (oder mehr);40 times (or more);40 fois (ou plus);40-mol (oder méi);40 vezes (ou mais);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Folgend interessieren wir uns für Gesundheitsprobleme und chronische Krankheiten. Wurde von einem Arzt jemals eine der folgenden Krankheiten bei Dir diagnostiziert?;In the next section, we are interested in health problems and chronic<U+2798>conditions. Has a doctor ever diagnosed you with any of the following<U+2798>conditions?;Nous allons maintenant nous intéresser aux problèmes de santé et aux<U+2798>maladies chroniques. Un médecin a-t-il déjà diagnostiqué une des maladies suivantes<U+2798>chez toi&nbsp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chronische Rücken- oder Nackenprobleme;Chronic back or neck problems;Problèmes chroniques de dos ou de nuque;Chronesch Réckproblemer oder Problemer mat der Nuque;Problemas crónicos de costas ou pescoço;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arthritis;Arthritis;Arthrite;Arthrite;Artrite;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asthma;Asthma;Asthme;Asthma;Asma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Allergie (z.B. Rhinitis, Heuschnupfen, Dermatitis);Allergies (e.g. rhinitis, hay fever, dermatitis);Allergie (p. ex. rhinite, rhume des foins, dermatite);Allergie (z. B. Rhinitis, Heeschnapp, Dermatite);Alergia (p. ex., rinite, febre dos fenos, dermatite);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwere Allergie (z.B. schwere Nussallergie);Severe allergies (e.g. severe nut allergy);Allergie sévère (p. ex. allergie sévère aux noix);Schwéier Allergie (z.B. schwéier Nossallergie);Alergia grave (p. ex., alergia grave a frutos secos);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Diabetes, erhöhter Blutzucker;Diabetes, elevated blood sugar;Diabète, taux de glycémie élevé;Diabetes, erhéichte Bluttzocker;Diabetes, glicémia elevada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bluthochdruck;High blood pressure;Hypertension;Blutthéichdrock;Hipertensão;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Epilepsie oder Krampfanfälle;Epilepsy or seizures;Épilepsie ou convulsions;Epilepsie oder Krämp;Epilepsia ou convulsões;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Psychische Probleme;Psychological problems;Problèmes psychiques;Psychesch Problemer;Problemas psíquicos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HIV oder AIDS;HIV or AIDS;VIH ou SIDA;HIV oder AIDS;HIV ou SIDA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Krebs;Cancer;Cancer;Kriibs;Cancro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Andere chronische Erkrankungen, nämlich:;Other chronic condition, namely:;Autre maladie chronique, c'est-à-dire :;Aner chronesch Erkrankung, nämlech:;Outra doença crónica, nomeadamente:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ja;Yes;Oui;Jo;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nein;No;Non;Neen;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Weiß nicht;Don’t know;Je ne sais pas;Weess net;Não sei;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Möchte keine Angabe machen;Prefer not to answer;Je ne souhaite pas y répondre;Ech wëll keng Angab maachen;Prefiro não responder;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
<p>Jetzt interessieren wir uns für Deine Schule und was dort passiert.<br></p><p><br></p><p>Manchmal machen sich einige Schüler lustig über andere Schüler. Wie oft hast<U+2798>du in den letzten paar Monaten dabei mitgemacht, wenn andere Personen in der Schule gemobbt wurden?</p>;<p>Now we are interested in your<U+2798>school and what happens there. </p><U+2798><U+2798><p>&nbsp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ich habe in den letzten paar Monaten niemanden in der Schule gemobbt;I have not bullied anyone at school in the past few months;Je n’ai harcelé personne à l’école au cours des derniers mois;Ech hunn an deene leschte puer Méint keen an der Schoul gemobbt;Não participei em bullying a ninguém na escola nos últimos meses;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Das ist einmal oder zweimal passiert;It happened once or twice;C’est arrivé une ou deux fois;Dat ass een- oder zweemol geschitt;Aconteceu uma ou duas vezes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2- oder 3-mal pro Monat;2 to 3 times a month;2 ou 3 fois par mois;2-oder 3-mol pro Mount;2 ou 3 vezes por mês;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ungefähr einmal pro Woche;Around once a week;Environ une fois par semaine;Ongeféier eemol pro Woch;Cerca de uma vez por semana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
